Mod:Item:MetaData, Localized Name
industrialrenewal:flame_detector, Flame Detector
industrialrenewal:sensor_rain, Rain Sensor
industrialrenewal:fuse_box, Fuse Box
industrialrenewal:conduit_extension, Fuse Box Extension
industrialrenewal:conduit_connector, Redstone Fuse Box Connector
industrialrenewal:signal_indicator, Signal Indicator
industrialrenewal:traffic_light, Traffic Light
industrialrenewal:firstaid_kit, First-aid Box
industrialrenewal:record_player, Multi Record Player
industrialrenewal:locker, Locker
industrialrenewal:bunkbed, Bunk Bed
industrialrenewal:gutter, Gutter
industrialrenewal:block_chimney, Chimney
industrialrenewal:scaffold, Scaffold
industrialrenewal:electric_fence, Electric Fence
industrialrenewal:fence_big_column, Big Fence Column
industrialrenewal:fence_big_corner, Big Fence Corner
industrialrenewal:fence_big_corner_inner, Big Fence Inner Corner
industrialrenewal:wall_concrete, Concrete Wall
industrialrenewal:fence_big_wire, Big Fence Wire
industrialrenewal:electric_gate, Electric Gate
industrialrenewal:razor_wire, Razor Wire
industrialrenewal:dam_intake, Dam Intake
industrialrenewal:dam_outflow, Dam OutFlow
industrialrenewal:sign_hv, Hazard Sign
industrialrenewal:fluorescent, Fluorescent Light
industrialrenewal:light, External Light
industrialrenewal:industrial_floor, Industrial Floor
industrialrenewal:isolator_hv, Ultra-HV Isolator
industrialrenewal:energy_cable_lv, Energy Cable LV
industrialrenewal:energy_cable, Energy Cable MV
industrialrenewal:energy_cable_hv, Energy Cable HV
industrialrenewal:cable_tray, Cable Tray
industrialrenewal:fluid_pipe, Fluid Pipe
industrialrenewal:energy_switch, Energy Breaker
industrialrenewal:valve_pipe_large, Fluid Valve
industrialrenewal:infinity_generator, Creative Infinity §mScam§r §fEnergy Generator
industrialrenewal:solar_panel, Basic Solar Panel
industrialrenewal:solar_panel_frame, Solar Panel Frame
industrialrenewal:small_wind_turbine, Wind Turbine
industrialrenewal:small_wind_turbine_pillar, Wind Turbine Pillar
industrialrenewal:portable_generator, Portable Generator
industrialrenewal:normal_rail, Rail
industrialrenewal:booster_rail, Booster Rail
industrialrenewal:crossing_rail, Crossing Rail
industrialrenewal:detector_rail, Detector Rail
industrialrenewal:rail_loader, Transfer Rail
industrialrenewal:rail_gate, Rail Gate
industrialrenewal:buffer_stop_rail, Buffer Stop Rail
industrialrenewal:cargo_loader, Cargo Cart Transfer
industrialrenewal:fluid_loader, Fluid Cart Transfer
industrialrenewal:fluid_gauge, Fluid Gauge
industrialrenewal:energy_level, Energy Level Indicator
industrialrenewal:button_red, Emergency Button
industrialrenewal:battery_bank, Battery Bank
industrialrenewal:electric_pump, Electric Pump
industrialrenewal:trash, Trash Bin
industrialrenewal:transformer_hv, Ultra-HV Transformer
industrialrenewal:dam_turbine, Dam Turbine
industrialrenewal:dam_generator, Dam Generator
industrialrenewal:dam_axis, Turbine Shaft
industrialrenewal:high_pressure_pipe, High Pressure Pipe
industrialrenewal:fluid_tank, Fluid Tank
industrialrenewal:ind_battery_bank, Industrial Battery Bank
industrialrenewal:storage_rack, Storage Rack (Crate)
industrialrenewal:storage_chest, Storage Rack (Chest)
industrialrenewal:steam_boiler, Steam Boiler
industrialrenewal:steam_turbine, Steam Turbine
industrialrenewal:mining, Mining Drill
industrialrenewal:eotm, Employee of the Month Award
industrialrenewal:eotm_andrboot, Employee of the Month (andrboot)
industrialrenewal:eotm_ic2exp, Employee of the Month (ic2exp)
industrialrenewal:chunk_loader, Chunk Loader
industrialrenewal:conveyor_bulk, Bulk Conveyor
industrialrenewal:steam, Steam
kathairis:mysticgem, Resonating Gem
kathairis:titaniumingot, Titanium Ingot
kathairis:titaniumrod, Titanium Rod
kathairis:titaniumhelmet, Titanium Helmet
kathairis:titaniumchestplate, Titanium Chestplate
kathairis:titaniumleggins, Titanium Leggins
kathairis:titaniumboots, Titanium Boots
kathairis:titaniumaxe, Titanium Axe
kathairis:titaniumpickaxe, Titanium Pickaxe
kathairis:titaniumshovel, Titanium Shovel
kathairis:titaniumhoe, Titanium Hoe
kathairis:titaniumsword, Titanium Sword
kathairis:mystichelmet, Mystic Helmet
kathairis:mysticchestplate, Mystic Chestplate
kathairis:mysticleggins, Mystic Leggins
kathairis:mysticboots, Mystic Boots
kathairis:mysticaxe, Mystic Axe
kathairis:mysticpickaxe, Mystic Pickaxe
kathairis:mysticshovel, Mystic Shovel
kathairis:mystichoe, Mystic Hoe
kathairis:mysticsword, Mystic Sword
kathairis:heart, Heart
kathairis:potwithlivingflower, Pot With Living Flower
kathairis:blueclouddust, Blue Cloud Dust
kathairis:condensedblueclouddust, Condensed Blue Cloud Dust
kathairis:cloudboots, Cloud Boots
kathairis:revenumingot, Refined Revenum
kathairis:revenumhelmet, Revenum Headpiece
kathairis:revenumchestplate, Revenum Mantle
kathairis:revenumleggins, Revenum Greaves
kathairis:revenumboots, Revenum Sabatons
kathairis:revenumaxe, Revenum Axe
kathairis:revenumpickaxe, Revenum Pick
kathairis:revenumsword, Revenum Spatha
kathairis:violetcrystalshard, Violet Crystal Shard
kathairis:yellowcrystalshard, Yellow Crystal Shard
kathairis:bluecrystalshard, Blue Crystal Shard
kathairis:cottoncandy, Cotton Candy
kathairis:bluefruit, Frup
kathairis:crystalscluster, Crystals Cluster
kathairis:crystalpickaxe, Crystal Pickaxe
kathairis:jellyfishtentacle, Jellyfish Tentacles
kathairis:turtleshell, Turtle Shell
kathairis:magicbeansitem, Magic Beans
kathairis:bisonmeat, Raw Carabeef
kathairis:cookedbisonmeat, Cooked Carabeef
kathairis:butterflyflowernectar, Nectar
kathairis:yellowclouddust, Yellow Cloud Dust
kathairis:condensedyellowclouddust, Condensed Yellow Cloud Dust
kathairis:glassjar, Glass Jar
kathairis:shinystick, Fauyn Stick
kathairis:gooseberry, Gooseberry
kathairis:cloudessence, Cloud Essence
kathairis:shockwand, Shock Wand
kathairis:jarwithswampgas, Jar With Swamp Gas
kathairis:bittencookie, Bitten Cookie
kathairis:icecreams, Ice Creams
kathairis:sweetmuffin, Sweet Muffin
kathairis:scorpionvenom, Venom Sac
kathairis:crystalblend, Crystal Blend
kathairis:wingspiece, Wings Piece
kathairis:bigwings, Big Wings
kathairis:darknesssword, Darkness Sword
kathairis:darknessessence, Dark Essence
kathairis:deathwand, Death Wand
kathairis:mythicstonesign, Mythic Stone Sign
kathairis:cloudpearl, Cloud Pearl
kathairis:fungal_drug, Fungal Drug
kathairis:mystic_wood_door_item, Nath Door
kathairis:shiny_wood_door_item, Fauyn Door
kathairis:soul_wood_door_item, Soul Wood Door
kathairis:magnethium_shard, Magnethium Shard
kathairis:ingot_iron_gold, Mythical Alloy
kathairis:ritual_blade, Ritual Blade
kathairis:solis_crystal, Solis Crystal
kathairis:nectar_bowl, Nectar Bowl
kathairis:magnethium_axe, Magnethium Axe
kathairis:magnethium_pickaxe, Magnethium Pickaxe
kathairis:magnethium_shovel, Magnethium Shovel
kathairis:magnethium_hoe, Magnethium Hoe
kathairis:magnethium_sword, Magnethium Sword
kathairis:music_disc_8bit, 8-bit Music Disc
kathairis:music_disc_jazzy, Jazzy Music Disc
kathairis:skyray_feather, Skyray feather
kathairis:howler_fur, Matted Fur
kathairis:scythe, Scythe
kathairis:christmas_chocolate, Christmas Chocolate
kathairis:candy_cane, Candy Cane
kathairis:butterfly_catcher, Butterfly Catcher
kathairis:butterfly_common_1, Common Butterfly
kathairis:butterfly_common_2, Common Butterfly
kathairis:butterfly_common_moth, Common Moth
kathairis:butterfly_illukini, Illukini
kathairis:butterfly_cloud_shimmer, Nimbus
kathairis:katharian_arrow, Katharian Arrow
kathairis:mysticportal, tile.null.name
kathairis:corrupteddirt, Katharian Dirt
kathairis:corruptedgrass, Katharian Grass
kathairis:mythicstone, Katharian Stone
kathairis:mysticplanks, Nath Planks
kathairis:mysticlog, Nath Log
kathairis:mysticleaves, Nath Leaves
kathairis:mysticsapling, Nath Sapling
kathairis:mysticfungus, Mystic Fungus
kathairis:mysticminigrass, Wild Grass
kathairis:mystictallgrass, Katharian Grass
kathairis:mysticflower, Vilyria
kathairis:mysticnightflower, Blooming Vilyria
kathairis:titaniumblock, Titanium Block
kathairis:titaniumore, Titanium Ore
kathairis:mysticmultigrass, Katharian Long Grass
kathairis:mythicstonetiles, Katharian Tile
kathairis:shinylog, Fauyn Log
kathairis:shinyleaves, Fauyn Leaves
kathairis:shinyplanks, Fauyn Planks
kathairis:forgottensand, Katharian Sand
kathairis:movingsand, Soft Sand
kathairis:weatheredrock, Weathered Stone
kathairis:hardenedweatheredrock, Hardened Stone
kathairis:hardenedweatheredrocktiles, Hardened Stone Tiles
kathairis:hardenedweatheredrockbricks, Hardened Stone Bricks
kathairis:mysticdeadgrass, Dead Wild Grass
kathairis:gemsore, Curious Ore
kathairis:shinyrock, Enchanted Stone
kathairis:bluecloud, Blue Cloud
kathairis:revenumore, Revenite Ore
kathairis:violetcrystal, Violet Crystal
kathairis:yellowcrystal, Yellow Crystal
kathairis:bluecrystal, Blue Crystal
kathairis:bluefruitplant, tile.bluefruitplant.name
kathairis:eyeplant, Eye Plant
kathairis:magicbeans, Magic Beans
kathairis:mythicstonepillar, Katharian Pillar
kathairis:jadevine_empty, Jade Vine empty
kathairis:hardenedweatheredrockstairs, Hardened Stone Stairs
kathairis:mysticwoodstairs, Nath Stairs
kathairis:shinywoodstairs, Fauyn Stairs
kathairis:jadevine_top, Jade Vine top
kathairis:jadevine_mid, Jade Vine mid
kathairis:jadevine_bottom, Jade Vine bottom
kathairis:mythicstonestairs, Katharian Stairs
kathairis:mysticwoodfence, Nath Fence
kathairis:shinywoodfence, Fauyn Fence
kathairis:mysticwoodfencegate, Nath Gate
kathairis:shinywoodfencegate, Fauyn Fence Gate
kathairis:shinytreesapling, Fauyn Sapling
kathairis:mythicstonewall, Katharian Stone Wall
kathairis:hardenedweatheredrockwall, Hardened Stone Wall
kathairis:mudblock, Mud
kathairis:mudbricks, Mud Bricks
kathairis:butterflyflower, Rasai
kathairis:bluecondensedcloud, Blue Compressed Cloud
kathairis:bluecloudbricks, Blue Cloud Bricks
kathairis:yellowcloud, Yellow Cloud
kathairis:yellowcondensedcloud, Yellow Compressed Cloud
kathairis:yellowcloudblock, Yellow Cloud Block
kathairis:cloudparticleemitter, Cloud Particle Emitter
kathairis:succulent, Succulent
kathairis:gooseberryblock, Gooseberry
kathairis:charger, Charger
kathairis:energyshard, Radiant Shard
kathairis:swampgas, Swamp Gas
kathairis:easteregg, Easter Egg
kathairis:soullog, Lahn Log
kathairis:soulleaves, Lahn Leaves
kathairis:soulplanks, Lahn Planks
kathairis:soulsapling, Lahn Sapling
kathairis:turtleshellplate, Turtle Plate
kathairis:luminescentgnarl, Luminescent Gnarl
kathairis:bonebricks, Bone Bricks
kathairis:chiseledbonebricks, Chiseled Bone Bricks
kathairis:soulstonebricks, Soul Stone Bricks
kathairis:soulstonebrickswithbones, Soul Stone Bricks With Bones
kathairis:deadlichen, Dead Lichen
kathairis:cursedflower, Cursed Flower
kathairis:steppedsucculent, Tiered Succulent
kathairis:magnethium, Magnethium
kathairis:hardenedweatheredrockbricksstairs, Hardened Stone Brick Stairs
kathairis:shinylogbark, Fauyn Bark
kathairis:mysticwoodhalfslab:0, Nath Slab
kathairis:shinywoodhalfslab:0, Fauyn Slab
kathairis:soulwoodhalfslab:0, Soul Wood Slab
kathairis:soulwoodstairs, Soul Wood Stairs
kathairis:mysticlogbark, Nath Bark
kathairis:soullogbark, Lahn Bark
kathairis:mystic_gem_block, Resonating Block
kathairis:stripped_mystic_log, Stripped Nath Log
kathairis:stripped_shiny_log, Stripped Fauyn Log
kathairis:stripped_soul_log, Stripped Lahn Log
kathairis:mythic_cobblestone, Katharian Rubble
kathairis:mystic_wood_trap_door, Nath Trapdoor
kathairis:shiny_wood_trap_door, Fauyn Trapdoor
kathairis:soul_wood_trap_door, Lahn Trapdoor
kathairis:plant_blue_cloud, Blue Cloud Plant
kathairis:plant_yellow_cloud, Yellow Cloud Plant
kathairis:mystic_wood_door, Nath Door Block
kathairis:shiny_wood_door, Fauyn Door Block
kathairis:soul_wood_door, Lahn Door Block
kathairis:solis_crystals, Solis Crystal
kathairis:refined_cloud_blue, Blue Refined Cloud
kathairis:refined_cloud_yellow, Yellow Refined Cloud
kathairis:block_iron_gold, Block Of Mythical Alloy
kathairis:gecko_eggs, Gecko Eggs
kathairis:redwood_log_full, Full Redwood Log
kathairis:redwood_planks, Redwood Planks
kathairis:redwood_log_size_6, Redwood Log Size-6
kathairis:redwood_log_size_5, Redwood Log Size-5
kathairis:redwood_log_size_4, Redwood Log Size-4
kathairis:redwood_log_size_3, Redwood Log Size-3
kathairis:redwood_log_size_2, Redwood Log Size-2
kathairis:redwood_log_size_1, Redwood Log Size-1
kathairis:mythic_stone_bricks, Katharian Bricks
kathairis:layered_sand, Layered Sand
kathairis:bison_stars, Bison Stars
kathairis:christmas_gift, Christmas Gift
kathairis:baurble, Baurble
kathairis:snowdrop_cyprepedium, Snowdrop Cyprepedium
kathairis:glowvines, Glowing Vines
livingchest:eye_bone, Eye Bone
lootbags:itemlootbag:0, §fCommon Lootbag§r
lootbags:itemlootbag:1, §aUncommon Lootbag§r
lootbags:itemlootbag:2, §9Rare Lootbag§r
lootbags:itemlootbag:3, §dEpic Lootbag§r
lootbags:itemlootbag:4, §6Legendary Lootbag§r
lootbags:itemlootbag:11, §eArtifact Lootbag§r
lootbags:loot_opener, Bag Opener
lootbags:loot_recycler, Loot Recycler
lootbags:loot_storage, Bag Storage
lootblock:loot_block, Loot Block
lootr:lootr_chest, Loot Chest
lootr:lootr_trapped_chest, Loot Chest
lootr:lootr_shulker, Loot Shulker
lootr:trophy, Centennial Trophy
lostbooks:random_book, Dusty Book
mightyarchitect:wand_architect, Design Exporter
mightyarchitect:wand_symmetry, Staff of Symmetry
mightyarchitect:wand_fill, Filling Wand
mightyarchitect:blueprint_filled, Useless Item
mightyarchitect:design_anchor, Design Marker
mightyarchitect:slice_marker, Design Layer Marker
mirageorb:mirageorb, Mirage Orb
powersuits:powerarmor_head, Power Armor Helmet
powersuits:powerarmor_torso, Power Armor Chestplate
powersuits:powerarmor_legs, Power Armor Leggings
powersuits:powerarmor_feet, Power Armor Boots
powersuits:power_fist, Power Fist
powersuits:powerarmorcomponent:0, Wiring
powersuits:powerarmorcomponent:1, Solenoid
powersuits:powerarmorcomponent:2, Servo Motor
powersuits:powerarmorcomponent:3, Glider Wing
powersuits:powerarmorcomponent:4, Ion Thruster
powersuits:powerarmorcomponent:5, LV Capacitor
powersuits:powerarmorcomponent:6, MV Capacitor
powersuits:powerarmorcomponent:7, HV Capacitor
powersuits:powerarmorcomponent:8, EV Capacitor
powersuits:powerarmorcomponent:9, Parachute
powersuits:powerarmorcomponent:10, Iron Plating
powersuits:powerarmorcomponent:11, Diamond Plating
powersuits:powerarmorcomponent:12, Force Field Emitter
powersuits:powerarmorcomponent:13, Hologram Emitter
powersuits:powerarmorcomponent:14, Carbon Myofiber
powersuits:powerarmorcomponent:15, Control Circuit
powersuits:powerarmorcomponent:16, Myofiber Gel
powersuits:powerarmorcomponent:17, Artificial Muscle
powersuits:powerarmorcomponent:18, Solar Panel
powersuits:powerarmorcomponent:19, Magnet
powersuits:powerarmorcomponent:20, Computer Chip
powersuits:powerarmorcomponent:21, Insulated Rubber Hose
powersuits:tinkertable, Power Armor Tinker Table
powersuits:luxcapacitor, Lux Capacitor
mowziesmobs:foliaath_seed, Foliaath Seed
mowziesmobs:test_structure, Test Structures
mowziesmobs:mob_remover, Mob Remover
mowziesmobs:wrought_axe, Axe of a Thousand Metals
mowziesmobs:wrought_helmet, Wrought Helm
mowziesmobs:barako_mask, Sol Visage
mowziesmobs:dart, Dart
mowziesmobs:spear, Spear
mowziesmobs:blowgun, Blowgun
mowziesmobs:spawn_egg:0, Spawn Foliaath
mowziesmobs:spawn_egg:0, Spawn Ferrous Wroughtnaut
mowziesmobs:spawn_egg:0, Spawn Barakoana
mowziesmobs:spawn_egg:0, Spawn Barakoa
mowziesmobs:spawn_egg:0, Spawn Barako, the Sun Chief
mowziesmobs:spawn_egg:0, Spawn Frostmaw
mowziesmobs:spawn_egg:0, Spawn Grottol
mowziesmobs:spawn_egg:0, Spawn Lantern
mowziesmobs:spawn_egg:0, Spawn Naga
mowziesmobs:grant_suns_blessing, Receive Sun's Blessing
mowziesmobs:ice_crystal, Ice Crystal
mowziesmobs:earth_talisman, Earth Talisman
mowziesmobs:captured_grottol, Captured Grottol
mowziesmobs:glowing_jelly, Luminous Jelly
mowziesmobs:naga_fang, Naga Fang
mowziesmobs:naga_fang_dagger, Naga Fang Dagger
mowziesmobs:logo, item.logo.name
mowziesmobs:painted_acacia, Painted Acacia Wood
mowziesmobs:painted_acacia_slab, Painted Acacia Wood Slab
mowziesmobs:barakoa_mask_fury, Mask of Fury
mowziesmobs:barakoa_mask_fear, Mask of Fear
mowziesmobs:barakoa_mask_rage, Mask of Rage
mowziesmobs:barakoa_mask_bliss, Mask of Bliss
mowziesmobs:barakoa_mask_misery, Mask of Misery
multiblockmobs:soul_chassis, Soul Chassis
multiblocked:dummy_component:0, tile.multiblocked.dummy_component.name
multiblocked:item.any:0, tile.multiblocked.item.any.name
multiblocked:fluid.any:0, tile.multiblocked.fluid.any.name
multiblocked:forge_energy.any:0, tile.multiblocked.forge_energy.any.name
multiblocked:entity.any:0, tile.multiblocked.entity.any.name
multiblocked:blueprint_table:0, Blueprint Table Core
multiblocked:blueprint_table_part:0, Blueprint Table
multiblocked:controller_tester:0, Controller Test Block
multiblocked:part_tester:0, Part Test Block
multiblocked:symbol:0, tile.multiblocked.symbol.name
multiblocked:energy_input:0, Energy Input Hatch
multiblocked:energy_output:0, Energy Output Hatch
multiblocked:item_input:0, Item Input Bus
multiblocked:item_output:0, Item Output Bus
multiblocked:fluid_input:0, Fluid Input Hatch
multiblocked:fluid_output:0, Fluid Output Hatch
multiblocked:entity:0, Entity Hatch
multiblocked:blueprint, Blueprint
multiblocked:multiblock_builder, Multiblock Builder
neverenoughcandy:candy:0, Wrapped Candy
neverenoughcandy:candy:1, Wrapped Candy
neverenoughcandy:candy:2, Wrapped Candy
neverenoughcandy:candy:3, Batty Bar
neverenoughcandy:candy:4, Candy Corn
neverenoughcandy:candy:5, Enderpop
neverenoughcandy:candy:6, Gummy Skull
neverenoughcandy:candy:7, Peanut Butter Spider Eye
neverenoughcandy:candy:8, Bubblegum Witch
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:magic_bean:0, Boozle Bean
neverenoughcandy:mob_candy, Mob Candy
portality:controller, Portal Controller
portality:frame, Portal Frame
portality:module_interdimensional, Interdimensional Module
portality:module_items:0, Item Module (Type: Input§r)
portality:module_items:1, Item Module (Type: Output§r)
portality:module_fluids:0, Fluid Module (Type: Input§r)
portality:module_fluids:1, Fluid Module (Type: Output§r)
portality:module_energy:0, Energy Module (Type: Input§r)
portality:module_energy:1, Energy Module (Type: Output§r)
portality:creative_creator, Creative Creator
bq_rf:rf_station, RF Submission Station (RFSS)
rsgauges:bistableswitch2, Industrial Contact Lever
rsgauges:bistableswitch8, Industrial Lever
rsgauges:bistableswitch7, Industrial Rotary Lever
rsgauges:bistableswitch1, Rotary Machine Switch
rsgauges:bistableswitch3, Two-Button Machine Switch
rsgauges:bistableswitch5, ESTOP Button
rsgauges:bistableswitch6, Hopper Blocker
rsgauges:pulseswitch1, Machine Button
rsgauges:pulseswitch2, Fenced Machine Button
rsgauges:pulseswitch6, Industrial Button
rsgauges:pulseswitch5, Industrial Foot Button
rsgauges:pulseswitch3, Industrial Pull Handle Button
rsgauges:dimmerswitch1, Industrial Dimmer
rsgauges:contactmat1, Industrial Door Contact Mat
rsgauges:contactmat2, Industrial Contact Mat
rsgauges:contactmat3, Industrial Shock Sensitive Contact Mat
rsgauges:trapdoorswitch1, Industrial Shock Activated Trapdoor
rsgauges:trapdoorswitch2, Industrial Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch3, Industrial Fall-Through Detection Frame
rsgauges:automaticswitch4, Industrial Day Timer Clock
rsgauges:automaticswitch7, Industrial Interval Signal Timer
